NAME,MSINI,A,PER,ECC,OM,MASS,RSTAR,DEPTH,BMV,V,VURL,VREF,J,H,KS
,mjupiter,au,day,,deg,mjupiter,rsun,,,,,,,,
Kepler-141 c,0,0.0716875,7.010606,,90,0,0.787,,,,,,11.955,11.485,11.393
HD 179079 b,0.0837774,0.119635,14.476,0.115,357,0.0837774,1.33814,,0.744,7.95,,,6.734,6.402,6.311
Kepler-220 d,0,0.180985,28.122397,,90,0,0.666,,,,,,11.206,10.672,10.55
OGLE-05-390L b,0,2.72349,3500,,,0.0173,,,,,,,,,
WASP-4 b,1.22306,0.0230406,1.3382299,0,90,1.22311,0.914,0.023334,0.5,12.5,,,11.179,10.842,10.746
Kepler-141 b,0,0.041677,3.107675,,90,0,0.787,,,,,,11.955,11.485,11.393
HD 4113 b,1.64829,1.27266,526.62,0.903,317.7,1.64829,1.07428,,0.716,7.88,,,6.672,6.345,6.289
HD 330075 b,0.623724,0.0392074,3.38773,0,0,0.623724,1.20726,,0.935,9.36,,,7.725,7.253,7.171
Kepler-256 e,0,0.0949212,10.681572,,90,0,1.301,,,,,,13.824,13.496,13.42
HD 104985 b,4.9174,0.678014,199.505,0.09,203.5,4.9174,7.09522,,1.029,5.78,,,4.112,3.547,3.274
Kepler-189 b,0,0.0932453,10.399931,,90,0,0.75,,,,,,13.408,12.941,12.921
Kepler-101 c,0,0.0648349,6.029809,,90,0,1.666,,,,,,12.403,12.112,12.011
HD 87883 b,1.75571,3.57648,2754,0.53,291,1.75571,0.778353,,0.96,7.57,,,5.839,5.44,5.314
Kepler-81 c,0,0.0885967,12.04,,,0,0.59,,,,,,13.168,12.577,12.392
Kepler-156 c,0,0.123783,15.906801,,90,0,0.807,,,,,,12.735,12.255,12.155
Kepler-127 d,0,0.260742,48.630408,,90,0,1.359,,,,,,10.536,10.3,10.234
HD 10180 g,0.0673813,1.42271,602,0,90,0.0673813,1.10851,,0.629,7.33,,,6.246,5.934,5.868
Kepler-275 c,0,0.124722,16.088134,,90,0,1.383,,,,,,14.28,14.03,13.96
Kepler-201 c,0,0.557119,151.884058,,90,0,1.229,,,,,,12.037,11.784,11.737
Kepler-208 c,0,0.0747634,7.466623,,90,0,1.314,,,,,,12.547,12.309,12.21
Kepler-274 b,0,0.100488,11.634788,,90,0,1.007,,,,,,13.773,13.458,13.46
HD 66428 b,2.74962,3.14259,1973,0.465,152.9,2.74962,0.979625,,0.715,8.25,,,7.044,6.768,6.66
HD 52265 b,1.07139,0.499878,119.29,0.325,243,1.07139,1.34703,,0.572,6.29,,,5.241,5.033,4.953
Kepler-75 b,9.98356,0.0807413,8.884924,0.569,63.6,9.98479,0.88,,,,,,13.665,13.262,13.118
Kepler-326 c,0,0.0539767,4.580358,,90,0,0.801,,,,,,12.229,11.783,11.673
Kepler-249 c,0,0.0723886,7.113702,,90,0,0.482,,,,,,12.836,12.15,11.966
Kepler-79 c,0,0.183622,27.402,,,0.0337539,1.1,,0.690001,13.99,,,12.913,12.653,12.61
HD 16417 b,0.0669595,0.135435,17.24,0.2,77,0.0669595,1.45645,,0.67,5.78,,,4.596,4.184,4.246
Kepler-251 c,0,0.126914,16.514043,,90,0,0.89,,,,,,13.96,13.596,13.63
Kepler-15 b,0.66177,0.0571382,4.942782,0.133933,293.311,0.662431,0.992,0.00992016,,,,,12.578,12.28,12.216
HD 205739 b,1.48708,0.894939,279.8,0.27,301,1.48708,1.46292,,0.54,8.56,,,7.585,7.35,7.299
Kepler-302 b,0,0.189725,30.184104,,90,0,1.22,,,,,,14.259,13.91,13.9
Kepler-317 b,0,0.0611582,5.524242,,90,0,0.941,,,,,,14.095,13.722,13.67
Kepler-152 c,0,0.387942,88.255055,,90,0,0.724,,,,,,12.853,12.488,12.301
Kepler-343 b,0,0.0844802,8.96855,,90,0,1.433,,,,,,13.039,12.722,12.683
CoRoT-16 b,0.535943,0.0617874,5.35227,0.33,168.41,0.537982,1.19,0.010201,1.05,15.63,,,13.496,12.98,12.847
HD 216770 b,0.646927,0.455837,118.45,0.37,281,0.646927,1.03957,,0.821,8.11,,,6.752,6.429,6.311
HD 136418 b,1.9935,1.29111,464.3,0.255,12,1.9935,3.83357,,0.93,7.88,,,,,
Kepler-59 b,0,0.103167,11.8681707,,,0,0.94,,,,,,13.253,12.974,12.928
Kepler-98 b,0.010276,0.0260305,1.54168,0,90,0.010276,1.11,0.000268206,,,,,11.672,11.316,11.253
Kepler-192 b,0,0.090395,9.926746,,90,0,1.007,,,,,,12.892,12.512,12.427
beta Pic b,8.99692,8.76034,7159,,,9,,,0.168,3.861,,,3.669,3.544,3.526
Kepler-202 c,0,0.125725,16.282493,,90,0,0.667,,,,,,12.255,11.73,11.639
GJ 163 d,0.0926098,1.03037,603.95116,0.373,2.064,0.0926098,,,1.491,11.811,,,7.948,7.428,7.135
Kepler-339 c,0,0.0715337,6.988055,,90,0,0.802,,,,,,13.28,12.895,12.87
HD 188015 b,1.46957,1.19018,461.2,0.137,222,1.46957,1.03281,,0.727,8.24,,,7.008,6.716,6.631
WASP-59 b,0.859026,0.0696866,7.919585,0.1,74,0.859095,0.613,0.0169,0.92,13,,,,,
WASP-54 b,0.630293,0.049881,3.6936411,0.067,62,0.63273,1.828,0.0086,0.56,10.42,,,9.365,9.135,9.035
HAT-P-8 b,1.29241,0.0449613,3.076337,0,90,1.29336,1.58,0.00834482,0.41,10.36,,,9.214,9.004,8.953
WASP-15 b,0.541448,0.0499436,3.7521,0,90,0.542797,1.477,0.00969,0.37,11,,,9.956,9.713,9.693
HD 10180 d,0.0376549,0.128581,16.3567,0.143,292,0.0376549,1.10851,,0.629,7.33,,,6.246,5.934,5.868
HD 9446 c,1.81548,0.65375,192.9,0.06,100,1.81548,0.919448,,0.68,8.5125,,,7.21,6.89,6.85
XO-4 b,1.60219,0.05524,4.1250828,0,90,1.60254,,0.00776,0.35,10.78,,,9.667,9.476,9.406
WASP-48 b,0.969551,0.034488,2.143634,0,90,0.984236,1.75,0.0096,0.660001,11.66,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,10.627,10.44,10.372
HD 37124 b,0.674371,0.533637,154.378,0.054,130,0.674371,0.772275,,0.667,7.68,,,6.358,6.02,5.951
WASP-32 b,3.441,0.0390315,2.718661,0,90,3.45362,1.09,0.0108,0.8,11.3,,,10.503,10.248,10.161
Kepler-265 b,0,0.0705628,6.846262,,90,0,1.103,,,,,,14.252,13.94,13.9
OGLE-TR-211 b,0.753425,0.0512842,3.67724,0,90,0.757277,1.64,0.007225,,,,,,13.42,13.38
gamma Cep b,1.51728,1.9793,905.574,0.12,49.6,1.51728,5.01,,1.031,3.21,,,1.661,1.189,1.038
Kepler-325 b,0,0.0536941,4.544439,,90,0,1.003,,,,,,13.81,13.4,13.35
Kepler-11 g,0,0.465624,118.3807,0,90,0,1.1,0.00084042,,,,,12.548,12.237,12.18
Kepler-256 b,0,0.0270005,1.620493,,90,0,1.301,,,,,,13.824,13.496,13.42
GJ 86 b,4.00104,0.114217,15.76491,0.0416,269,4.00104,0.748264,,0.812,6.12,,,4.785,4.245,4.125
HR 8799 e,,14.5253,16422,0,,7,1.44,,0.257,5.953,,,5.383,5.28,5.24
HD 8574 b,1.80603,0.757141,227,0.297,26.6,1.80603,1.42266,,0.577,7.12,,,6.048,5.823,5.783
Kepler-269 c,0,0.079115,8.127899,,90,0,0.959,,,,,,14.438,14.14,13.961
MOA-2007-BLG-192L b,,,,,,0.01,,,,,,,,,
Kepler-250 b,0,0.0505253,4.148141,,90,0,0.805,,,,,,14,13.5,13.48
HD 82886 b,1.30477,1.58126,705,0.066,347,1.30477,3.83685,,0.864,7.78,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,5.995,5.563,5.452
HD 179949 b,0.902075,0.0439208,3.092514,0.022,192,0.902075,1.22645,,0.548,6.25,,,5.296,5.1,4.935
HD 2952 b,1.62021,1.22755,311.6,0.129,64,1.62021,11.4311,,1.037,5.93,,,4.264,3.779,3.629
Kepler-169 e,0,0.112418,13.767102,,90,0,0.763,,,,,,12.729,12.283,12.186
MOA-2009-BLG-319L b,,,,,,0.157,,,,,,,,,
HIP 14810 c,1.27518,0.545404,147.76916,0.153155,327.286,1.27518,1.31998,,0.777,8.52,,,7.201,6.964,6.828
Kepler-358 c,0,0.373844,83.488369,,90,0,0.954,,,,,,14.106,13.789,13.652
HD 28678 b,1.8997,1.31659,387.1,0.168,128,1.8997,6.33673,,1.01,8.54,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.447,5.942,5.775
WASP-56 b,0.605178,0.056145,4.617101,0,90,0.605385,1.112,0.01019,1.256,11.484,,,10.874,10.603,10.532
Kepler-18 c,0.054387,0.0752115,7.64159,0.000338541,30.7316,0.0544,1.108,0.00206934,,,,,12.19,11.873,11.756
Kepler-215 e,0,0.326561,68.16101,,90,0,1.027,,,,,,12.417,12.065,11.996
Kepler-230 c,0,0.398184,91.773242,,90,0,0.817,,,,,,13.824,13.37,13.3
Kepler-388 b,0,0.0422619,3.173315,,90,0,0.586,,,,,,13.261,12.657,12.544
Kepler-107 e,0,0.117702,14.749049,,90,0,1.411,,,,,,11.392,11.114,11.06
CoRoT-8 b,0.215994,0.0633825,6.21229,0,90,0.216078,0.77,0.005625,1.3,14.8,,,12.154,11.641,11.463
Kepler-401 b,0,0.115746,14.383035,,90,0,1.333,,,,,,12.277,12.06,11.987
Kepler-291 c,0,0.0624544,5.700786,,90,0,1.016,,,,,,14.69,14.34,14.15
Kepler-292 e,0,0.10246,11.97901,,90,0,0.826,,,,,,14.537,14.08,13.97
HD 96167 b,0.68457,1.34724,498.9,0.71,285,0.68457,1.98284,,0.73,8.09,,,6.926,6.621,6.554
HD 43197 b,0.596868,0.918027,327.8,0.83,251,0.596868,1.19673,,0.817,8.95,,,7.658,7.328,7.203
HD 37605 c,3.36552,3.81754,2720,0.013,221,3.36552,0.916831,,0.827,8.67,,,7.266,6.916,6.815
Kepler-81 b,0,0.0554099,5.955,,,0,0.59,,,,,,13.168,12.577,12.392
HD 183263 b,3.57445,1.49006,626.516,0.35672,233.532,3.57445,1.11717,,0.678,7.86,,,6.782,6.527,6.421
Kepler-347 c,0,0.177529,27.320871,,90,0,1.005,,,,,,13.391,13.08,13.047
Kepler-32 c,0,0.0676835,8.7522,0,90,0,0.53,0.00123904,,,,,13.616,12.901,12.757
Kepler-23 b,0,0.0749015,7.10664,0,90,0,1.52,0.0000956484,,,,,12.353,12.047,11.998
WASP-23 b,0.871881,0.037022,2.9444256,0,,0.872226,0.765,0.0169104,0.88,12.68,,,12.43,,10.53
11 Com b,16.1284,1.17872,326.03,0.231,94.8,16.1284,12.0698,,0.986,4.783,,,2.943,2.484,2.282
HD 145377 b,5.78201,0.450064,103.95,0.307,138.1,5.78201,1.00052,,0.623,8.12,,,7.014,6.797,6.706
Kepler-194 c,0,0.13095,17.308032,,90,0,1.025,,,,,,13.78,13.45,13.51
CoRoT-25 b,0.26487,0.0577982,4.86069,0,90,0.27,1.19,0.007225,0.841,14.965,,,13.3,12.99,12.846
Kepler-332 b,0,0.0758257,7.626324,,90,0,0.72,,,,,,12.558,12.073,11.974
omicron CrB b,1.47736,0.826048,187.83,0.191,79,1.47736,10.5,,1.008,5.519,,,3.651,3.169,2.934
Kepler-229 c,0,0.124621,16.068638,,90,0,0.728,,,,,,14.36,13.87,13.79
OGLE-TR-132 b,1.16945,0.0303507,1.689868,0,90,1.18,1.32,0.00868624,,15.72,,,,,
beta Gem b,2.75822,1.75739,589.64001,0.02,354.58,2.75822,8.15609,,1,1.15,,,-0.315,-0.845,-0.936
Pr 201 b,0.540155,0.0565986,4.4264,0,90,0.540155,1.12943,,0.77,10.33,,,9.463,9.227,9.142
WASP-52 b,0.45566,0.0271336,1.7497798,0,90,0.457165,0.79,0.0271,0.9,12,,,,,
Kepler-337 c,0,0.0889716,9.693201,,90,0,1.761,,,,,,11.537,11.257,11.183
Kepler-213 b,0,0.0356868,2.46236,,90,0,1.195,,,,,,12.477,12.17,12.122
Kepler-386 c,0,0.168189,25.193458,,90,0,0.767,,,,,,14.18,13.75,13.61
47 UMa b,2.54589,2.10149,1078,0.032,334,2.54589,1.11869,,0.624,5.03,,,3.959,3.736,3.75
HD 240210 b,7.28868,1.33364,501.75,0.15,277.49,7.28868,17.2701,,1.65,8.33,,,,,
Kepler-304 b,0,0.0433417,3.295709,,90,0,0.687,,,,,,13.243,12.75,12.63
Kepler-149 d,0,0.576836,160.018032,,90,0,0.953,,,,,,12.694,12.274,12.184
Kepler-77 b,0.430694,0.0450195,3.57878087,0,90,0.430957,0.99,0.009849,,,,,12.758,12.444,12.361
HD 109749 b,0.27467,0.0629198,5.24,0,0,0.27467,1.10733,,0.68,8.08,,,7.057,6.796,6.677
HD 45364 c,0.658513,0.897549,342.85,0.0974,7.41,0.658513,1.02464,,0.72,8.08,,,6.748,6.38,6.316
Kepler-55 d,0,0.0332158,2.211099,,90,0,0.619,,,,,,13.97,13.36,13.289
Kepler-327 b,0,0.0365246,2.549575,,90,0,0.492,,,,,,12.794,12.11,11.956
WASP-50 b,1.46438,0.0294714,1.9550959,0.009,44,1.47244,0.843,0.0197,0.990001,11.6,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,Gillon 2011,10.401,10.041,9.969
HD 159243 c,1.9,0.804743,248.4,0.075,69,1.9,1.12,,0.54,8.65,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,7.581,7.351,7.297
Kepler-87 c,0.0200995,0.67057,191.2318,0.039,223.2,0.0201,1.82,0.000975313,,,,,13.389,13.033,12.981
Kepler-105 c,0,0.0724716,7.125939,,90,0,1.16,,,,,,11.811,11.555,11.503
Kepler-195 c,0,0.205786,34.096863,,90,0,0.775,,,,,,13.53,13.05,12.959
GJ 3470 b,0.0439856,0.0356088,3.336649,0,90,0.0440093,0.503,0.0057,1.17,12.33,,,8.794,8.206,7.989
Kepler-290 c,0,0.216407,36.77031,,90,0,0.743,,,,,,14.054,13.58,13.45
Kepler-334 d,0,0.167766,25.09849,,90,0,1.068,,,,,,11.71,11.448,11.409
Kepler-273 c,0,0.0783802,8.014927,,90,0,0.815,,,,,,13.682,13.35,13.217
Kepler-266 b,0,0.0689878,6.61833,,90,0,1.028,,,,,,14.3,13.907,13.811
HD 96127 b,4.00701,1.42112,647.3,0.3,162,4.00701,23.2289,,1.503,7.43,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,4.887,4.124,3.911
Kepler-223 b,0,0.0742116,7.384108,,90,0,1.017,,,,,,14.1,13.73,13.63
HD 17156 b,3.30035,0.163197,21.21663,0.6819,121.9,3.30275,1.507,0.00528529,0.643,8.17,,,7.08,6.857,6.762
Kepler-137 c,0,0.138056,18.735753,,90,0,0.802,,,,,,11.65,11.229,11.165
Kepler-116 c,0,0.108599,13.07163,,90,0,1.454,,,,,,12.703,12.486,12.383
Kepler-117 b,0,0.138351,18.795952,,90,0,1.471,,,,,,13.324,12.99,13.01
Kepler-381 c,0,0.110364,13.391635,,90,0,1.568,,,,,,9.721,9.547,9.504
HD 16760 b,13.2921,1.08727,465.1,0.067,232,13.2921,0.909718,,0.71,8.765,,,7.431,7.095,7.033
HD 30562 b,1.33254,2.34083,1157,0.76,81,1.33254,1.39121,,0.63,5.77,,,4.98,4.57,4.31
Kepler-354 d,0,0.163783,24.209842,,90,0,0.674,,,,,,13.875,13.255,13.16
Kepler-332 c,0,0.124244,15.995622,,90,0,0.72,,,,,,12.558,12.073,11.974
Kepler-46 b,0,0.1969,33.60134,0.01,270,0,0.938,0.006349,,,,,13.814,13.436,13.347
epsilon CrB b,6.04937,1.23696,417.9,0.11,133.1,6.04937,29.1175,,1.23,4.13,,,2.104,1.488,1.349
omicron UMa b,4.09607,3.94973,1630,0.13,58,4.09607,14.1,,0.83,3.362,,,1.87,1.4,1.34
Kepler-367 b,0,0.22049,37.815724,,90,0,0.695,,,,,,11.243,10.752,10.674
TrES-2 b,1.19316,0.0355765,2.47063,0,90,1.20071,1.003,0.0157,0.619,11.411,,,10.232,9.92,9.85
Kepler-235 d,0,0.144489,20.060548,,90,0,0.554,,,,,,13.952,13.278,13.12
Kepler-282 c,0,0.111718,13.638723,,90,0,0.904,,,,,,14.08,13.718,13.65
HD 102195 b,0.452799,0.0479747,4.113775,0,0,0.452799,0.937994,,0.835,8.07,,,6.628,6.267,6.15
Kepler-324 c,0,0.271972,51.805612,,90,0,0.84,,,,,,12.783,12.34,12.291
HD 75289 b,0.46004,0.047858,3.509267,0.034,141,0.46004,1.23372,,0.578,6.35,,,5.346,5.187,5.011
Kepler-394 c,0,0.103323,12.130686,,90,0,1.132,,,,,,13.724,13.436,13.384
Kepler-385 c,0,0.119895,15.163161,,90,0,1.126,,,,,,14.156,13.851,13.819
HD 185269 b,0.954212,0.0765701,6.8378503,0.295952,171.817,0.954212,2.59,,0.606,6.67,,,5.517,5.4,5.259
WASP-7 b,0.919256,0.0604573,4.954658,0,90,0.919279,1.236,0.00579,0.42,9.54,,,8.648,8.414,8.396
WASP-41 b,0.931742,0.0404959,3.052401,0,90,0.932493,0.9,0.0186,0.73,11.63,,,10.096,9.752,9.677
BD -10 3166 b,0.429903,0.0437823,3.48777,0.019,334,0.429903,0.745254,,0.903,10.08,,,8.61,8.3,8.124
HD 190360 b,1.53512,3.97285,2915.0369,0.313105,12.9274,1.53512,1.07528,,0.749,5.73,,,4.554,4.238,4.075
HAT-P-13 c,14.2696,1.22574,446.27,0.6616,175.29,14.2696,1.56,,0.73,10.622,,,9.328,9.058,8.975
Kepler-304 c,0,0.0596111,5.315946,,90,0,0.687,,,,,,13.243,12.75,12.63
Kepler-303 b,0,0.0304113,1.937055,,90,0,0.485,,,,,,12.41,11.761,11.596
GJ 317 b,1.26045,0.953099,692,0.11,342,1.26045,,,1.52,12,,,7.934,7.321,7.028
HD 37605 b,2.80174,0.283337,55.01307,0.6767,220.86,2.80174,0.916831,,0.827,8.67,,,7.266,6.916,6.815
WASP-44 b,0.88769,0.0347371,2.4238039,0,90,0.889836,0.927,0.01588,0.8,12.9,,,11.702,11.408,11.341
Kepler-260 c,0,0.351296,76.050178,,90,0,0.862,,,,,,12.9,12.54,12.494
Kepler-286 c,0,0.0448402,3.468095,,90,0,0.863,,,,,,14.39,14.06,14.12
CoRoT-12 b,0.916321,0.0401409,2.828042,0.07,105,0.91918,1.116,0.01744,0.828,15.515,,,14.024,13.63,13.557
CoRoT-1 b,1.02603,0.0253191,1.5089557,0,90,1.02979,1.11,0.0192654,0.16,13.6,http://adsabs.harvard.edu/abs/2008A%26A...482L..17B,Barge 2008,12.462,12.218,12.149
HD 125612 c,0.0580667,0.0522124,4.15474,0.27499,103.511,0.0580667,1.0426,,0.628,8.31,,,,,
Kepler-267 b,0,0.0438489,3.353728,,90,0,0.555,,,,,,13.334,12.68,12.485
Kepler-112 c,0,0.182918,28.574263,,90,0,0.841,,,,,,12.583,12.226,12.155
GJ 581 b,0.0499019,0.0406125,5.36865,0.031,251,0.0499019,0.299,,1.6,10.57,,,6.706,6.094,5.836
Kepler-173 b,0,0.0514597,4.263742,,90,0,0.949,,,,,,13.081,12.76,12.67
HD 102117 b,0.169756,0.152077,20.8133,0.121,279,0.169756,1.13334,,0.721,7.47,,,6.224,5.948,5.833
Kepler-301 c,0,0.0603792,5.419026,,90,0,0.9,,,,,,13.146,12.824,12.706
HD 189733 b,1.14039,0.0309953,2.21857567,0,90,1.1436,0.756,0.0241221,0.931,7.67,,,6.073,5.586,5.541
HD 108863 b,2.76572,1.45325,443.4,0,177,2.76572,7.27656,,0.99,7.89,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.022,5.516,5.392
Kepler-404 b,0,0.101608,11.829851,,90,0,0.884,,,,,,13.908,13.527,13.477
Kepler-285 c,0,0.0659546,6.186676,,90,0,0.808,,,,,,13.887,13.435,13.32
Kepler-174 c,0,0.243919,44.000529,,90,0,0.622,,,,,,12.791,12.293,12.184
Kepler-286 b,0,0.0289196,1.796302,,90,0,0.863,,,,,,14.39,14.06,14.12
Kepler-206 d,0,0.160305,23.44281,,90,0,1.185,,,,,,12.33,12.048,12.001
Kepler-209 c,0,0.235528,41.749882,,90,0,0.935,,,,,,12.797,12.432,12.362
HD 1502 b,2.9072,1.27206,431.8,0.101,219,2.9072,4.48335,,0.92,8.52,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.681,6.234,6.12
HD 142022 b,4.46762,2.93163,1928,0.53,170,4.46762,1.09856,,0.79,7.7,,,6.384,6.099,5.964
Kepler-134 c,0,0.0914787,10.105785,,90,0,1.176,,,,,,11.26,10.984,10.951
Kepler-126 b,0,0.0938169,10.495711,,90,0,1.358,,,,,,9.616,9.407,9.344
Kepler-329 c,0,0.137805,18.684737,,90,0,0.523,,,,,,13.51,12.85,12.693
Kepler-131 b,0.0497212,0.12557,16.092,0,90,0.0497212,1.03,0.00045212,0.73,11.49,,,10.418,10.127,10.079
WASP-72 b,1.40552,0.036575,2.216726,0,90,1.40771,1.71,0.00367,0.64,10.88,,,9.964,9.724,9.617
HD 212771 b,2.70016,1.16471,373.3,0.111,55,2.70016,4.00571,,0.882,7.7545,,,6.025,5.578,5.496
Kepler-135 b,0,0.0646392,6.00253,,90,0,1.275,,,,,,11.722,11.508,11.456
HD 134987 b,1.56347,0.807929,258.18,0.233,352.7,1.56347,1.16572,,0.691,6.47,,,5.267,5.121,4.881
Kepler-149 b,0,0.185574,29.198943,,90,0,0.953,,,,,,12.694,12.274,12.184
Kepler-289 c,0,0.491526,125.866438,,90,0,1.162,,,,,,12.861,12.596,12.508
HD 187123 c,1.9422,4.83146,3805.6705,0.252086,242.973,1.9422,1.14277,,0.661,7.83,,,6.635,6.395,6.337
HD 101930 b,0.299187,0.302019,70.459999,0.11,251,0.299187,1.19859,,0.908,8.21,,,6.645,6.259,6.147
Kepler-46 c,0,0.280101,57.011,0.0146,298,0,0.953491,,,,,,13.814,13.436,13.347
Kepler-174 d,0,0.771174,247.35373,,90,0,0.622,,,,,,12.791,12.293,12.184
Kepler-253 d,0,0.135013,18.119869,,90,0,0.786,,,,,,14.055,13.632,13.53
HD 131664 b,18.3282,3.17098,1951,0.638,149.7,18.3282,1.06217,,0.667,8.13,,,6.973,6.727,6.647
HIP 57050 b,0.297735,0.163506,41.397,0.314,238.1,0.297735,,,1.6,11.881,,,7.608,7.069,6.822
Kepler-9 d,0,0.0266925,1.592851,0,90,0,1.1,0.00021609,,13.9,,,12.71,12.391,12.337
Kepler-49 b,0,0.0598092,7.2037945,,,0,0.53,,,,,,13.184,12.487,12.383
WASP-67 b,0.418184,0.0517914,4.61442,0,90,0.41931,0.87,0.0181,0.36,12.54,,,,,
HD 147018 c,6.59355,1.92274,1008,0.133,226.9,6.59355,1.05268,,0.763,8.3,,,6.963,6.64,6.571
Kepler-32 b,0,0.0520435,5.90124,0,90,0,0.53,0.00151321,,,,,13.616,12.901,12.757
HD 92788 b,3.56392,0.951142,325.81,0.334,276.4,3.56392,0.813756,,0.694,7.31,,,6.131,5.798,5.721
Kepler-83 c,0,0.125924,20.09,,,0,0.61,,,,,,13.737,13.079,12.947
CoRoT-26 b,0.478732,0.052477,4.20474,0,90,0.479479,1.79,0.00515524,1.083,15.756,,,13.813,13.36,13.26
HAT-P-12 b,0.210772,0.0383737,3.2130598,0,90,0.210804,0.701,0.019768,-0.24,12.84,,,10.794,10.236,10.108
Kepler-178 c,0,0.146843,20.552802,,90,0,1.066,,,,,,13.28,12.967,12.899
Kepler-82 d,0,0.0349155,2.382961,,90,0,0.945,,,,,,13.879,13.527,13.518
Kepler-130 d,0,0.385778,87.517905,,90,0,1.127,,,,,,10.81,10.529,10.49
HD 154857 b,2.24797,1.2912,408.6,0.46,57,2.24797,1.86203,,0.65,7.24,,,5.937,5.588,5.509
Kepler-106 e,,0.243344,43.8445,0,,0.0203863,1.04,0.000514201,0.700001,12.98,,,11.752,11.494,11.431
Kepler-355 b,0,0.0969854,11.03189,,90,0,1.066,,,,,,14.007,13.592,13.673
Kepler-220 c,0,0.0848919,9.034199,,90,0,0.666,,,,,,11.206,10.672,10.55
Kepler-243 b,0,0.0625614,5.715442,,90,0,0.842,,,,,,13.622,13.191,13.06
Kepler-297 b,0,0.224576,38.871826,,90,0,0.915,,,,,,13.122,12.785,12.78
Kepler-220 b,0,0.05062,4.159807,,90,0,0.666,,,,,,11.206,10.672,10.55
Kepler-245 c,0,0.131719,17.460812,,90,0,0.795,,,,,,14.121,13.69,13.64
Kepler-25 c,,0.113014,12.7204,0,90,0.0899033,1.31,0.00132562,0.549999,10.77,,,9.764,9.532,9.493
HD 163607 b,0.768857,0.359201,75.29,0.73,78.7,0.768857,1.69594,,0.78,8.15,,,6.648,6.342,6.271
HATS-2 b,1.34754,0.0229834,1.354133,0,90,1.34915,0.898,0.0178222,0.016,13.562,,,11.906,11.475,11.386
HD 19994 b,1.32681,1.30567,466.2,0.266,346,1.32681,1.40403,,0.575,5.07,,,4.174,3.767,3.748
WASP-29 b,0.242938,0.0456587,3.922727,0.03,90,0.242991,0.808,0.0102,0.82,11.3,,,9.353,8.875,8.783
OGLE-TR-182 b,1.02162,0.0513517,3.9791,0,90,1.0245,1.14,0.0104,,16.84,,,15.45,14.9,14.74
HD 85512 b,0.0113953,0.260405,58.43,0.11,178,0.0113953,0.881928,,1.156,7.67,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,5.451,4.998,4.717
HD 106252 b,6.95913,2.61147,1531,0.482,292.8,6.95913,1.12257,,0.635,7.41,,,6.301,6.016,5.929
Kepler-222 d,0,0.180811,28.081912,,90,0,0.869,,,,,,13.717,13.341,13.23
Kepler-394 b,0,0.0783155,8.005013,,90,0,1.132,,,,,,13.724,13.436,13.384
18 Del b,10.298,2.58655,993.3,0.08,166.1,10.298,9,,0.934,5.51,,,4.032,3.439,3.366
Kepler-218 b,0,0.0461345,3.619337,,90,0,1.063,,,,,,12.732,12.386,12.311
Kepler-54 c,0,0.0822829,12.0717249,,,0,0.5,,,,,,13.508,12.897,12.648
Kepler-33 b,0,0.0677431,5.66793,0,90,0,1.82,0.0000868,0.65,13.74,,,12.871,12.62,12.591
Kepler-391 b,0,0.0744302,7.416755,,90,0,3.569,,,,,,11.564,11.072,10.97
Kepler-55 e,0,0.0542683,4.617534,,90,0,0.619,,,,,,13.97,13.36,13.289
Kepler-34 b,0.22,0.86856,288.822,0.182,7.90716,0.220004,1.1618,,,,,,13.605,13.301,13.24
Kepler-383 b,0,0.107672,12.904532,,90,0,0.672,,,,,,13.367,12.807,12.674
HD 171028 b,1.98809,1.31895,550,0.59,304,1.98809,2.14418,,0.61,8.31,,,6.99,6.663,6.604
Kepler-336 b,0,0.0313231,2.024823,,90,0,1.304,,,,,,12.488,12.194,12.144
WASP-1 b,0.827536,0.0385203,2.5199449,0,90,0.918,1.517,0.0105493,0.2,11.79,,,10.586,10.364,10.276
XO-5 b,1.15082,0.0508651,4.1877537,0,90,1.15251,1.05,0.0102617,0.84,12.13,http://adsabs.harvard.edu/abs/2008ApJ...686.1331B,Burke 2008,10.774,10.443,10.345
HAT-P-3 b,0.595021,0.0388252,2.899703,0,90,0.595712,0.833,0.0122988,0.67,11.55,,,9.936,9.542,9.448
Kepler-252 c,0,0.0959074,10.848463,,90,0,0.549,,,,,,13.24,12.65,12.466
Kepler-247 b,0,0.0436956,3.33616,,90,0,0.768,,,,,,13.597,13.178,13.051
Kepler-251 e,0,0.420626,99.640161,,90,0,0.89,,,,,,13.96,13.596,13.63
Kepler-282 b,0,0.0860552,9.220524,,90,0,0.904,,,,,,14.08,13.718,13.65
